epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
118,22258,0.57101,0.36067,0.97947,0.99409,0.99502,0.99372,0.86937,0.51599,0.2177,0.95688,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139,0.018417,0.006139
119,22430.9,0.57624,0.36275,0.98934,0.99407,0.99523,0.99359,0.86768,0.51831,0.21801,0.95825,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106,0.018318,0.006106
120,22605.1,0.57568,0.36155,0.98244,0.99425,0.99534,0.994,0.86816,0.51783,0.21802,0.95793,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073,0.018219,0.006073
121,22776.3,0.57216,0.36089,0.98057,0.99399,0.99441,0.99358,0.86828,0.51564,0.2174,0.95744,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604,0.01812,0.00604
122,22948.4,0.57293,0.3604,0.98158,0.99391,0.99512,0.99391,0.86794,0.51612,0.21721,0.95734,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007,0.018021,0.006007
123,23119.9,0.57018,0.36038,0.98099,0.99418,0.9954,0.99394,0.86839,0.51576,0.21755,0.95722,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974,0.017922,0.005974
124,23291.7,0.5771,0.36101,0.98422,0.99461,0.99581,0.99415,0.86854,0.51519,0.21711,0.95618,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941,0.017823,0.005941
125,23467.1,0.57227,0.35894,0.98043,0.99417,0.99556,0.99383,0.86824,0.51505,0.21703,0.95467,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908,0.017724,0.005908
126,23639,0.57101,0.3566,0.9805,0.99426,0.99554,0.99388,0.86835,0.51456,0.21627,0.95493,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875,0.017625,0.005875
127,23811,0.56856,0.35907,0.98092,0.9938,0.99557,0.99394,0.86836,0.5158,0.21718,0.95667,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842,0.017526,0.005842
128,23982.8,0.56861,0.35796,0.9789,0.99392,0.99593,0.99394,0.8679,0.51654,0.217,0.95703,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809,0.017427,0.005809
129,24152.4,0.56922,0.3569,0.97981,0.9938,0.99587,0.9938,0.86787,0.51642,0.21644,0.95645,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776,0.017328,0.005776
130,24322.5,0.57143,0.35846,0.98236,0.99448,0.99621,0.99374,0.86709,0.51612,0.21597,0.95649,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743,0.017229,0.005743
131,24492.2,0.56896,0.35674,0.98066,0.99458,0.99591,0.99392,0.86752,0.51571,0.2162,0.95635,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571,0.01713,0.00571
132,24663.8,0.56737,0.35468,0.97736,0.99456,0.99524,0.99391,0.86833,0.51713,0.21612,0.95748,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677,0.017031,0.005677
133,24833.5,0.57209,0.35693,0.98195,0.99471,0.99534,0.99398,0.86857,0.51738,0.21639,0.95806,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644,0.016932,0.005644
134,25004.3,0.57097,0.35563,0.97994,0.99459,0.995,0.99393,0.86784,0.51769,0.21529,0.95785,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611,0.016833,0.005611
135,25182.4,0.56878,0.35585,0.97683,0.99484,0.99522,0.99399,0.86827,0.51773,0.21587,0.95787,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578,0.016734,0.005578
136,25354.5,0.56438,0.35062,0.97549,0.99475,0.99546,0.99406,0.86829,0.51663,0.21519,0.95725,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
137,25521.5,0.56752,0.35472,0.97821,0.99482,0.99545,0.99421,0.86823,0.51731,0.21509,0.958,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512,0.016536,0.005512
138,25698.3,0.5692,0.35317,0.98003,0.99491,0.99541,0.99408,0.86846,0.51748,0.21446,0.95817,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479,0.016437,0.005479
